,q1AgeBeginCoding,q2Age,q3Gender,q4Education,q5DegreeFocus,q6LearnCodeUni,q6LearnCodeSelfTaught,q6LearnCodeAccelTrain,q8JobLevel,q9CurrentRole,q10Industry,q12JobCritPrefTechStack,q12JobCritCompMission,q12JobCritCompCulture,q12JobCritWorkLifeBal,q12JobCritCompensation,q12JobCritProximity,q12JobCritPerks,q12JobCritSmartPeopleTeam,q12JobCritImpactwithProduct,q12JobCritInterestProblems,q12JobCritFundingandValuation,q12JobCritStability,q12JobCritProfGrowth
659,3,3,0,7,1,1,1,0,2,19,14,0,0,1,1,1,0,1,1,0,1,0,0,1
661,2,3,0,6,1,1,1,0,4,7,12,0,0,1,1,1,1,0,1,0,1,0,0,1
669,2,3,0,7,1,1,1,0,4,9,14,1,1,1,0,0,0,0,1,1,0,0,0,1
671,4,4,0,5,1,1,1,0,4,7,14,0,1,1,1,0,0,1,1,1,1,0,0,1
673,3,3,0,5,1,1,0,0,4,9,14,0,0,0,1,1,0,0,1,0,0,0,0,0
674,3,3,0,7,1,1,1,0,4,17,12,0,0,0,1,0,1,0,1,1,0,1,0,0
679,5,7,0,5,1,1,1,0,5,9,6,0,0,0,0,0,1,0,0,0,1,0,0,1
682,3,3,0,5,2,1,0,0,4,4,14,0,0,0,1,0,0,0,1,0,0,0,0,1
683,3,4,1,5,1,1,1,0,5,9,14,1,0,1,1,1,1,1,1,0,1,0,0,0
687,4,5,0,5,0,0,1,1,5,3,14,0,1,0,1,0,0,0,1,0,1,0,1,1
691,3,4,0,5,1,1,1,0,5,4,18,0,0,0,1,1,1,0,1,0,1,0,0,1
709,3,3,0,5,1,0,1,0,4,9,14,1,0,0,1,0,0,0,0,0,0,0,0,1
710,1,5,0,5,1,0,1,0,5,9,10,0,0,1,0,1,0,0,0,0,1,0,0,0
711,4,4,0,5,0,1,1,0,4,4,5,0,0,0,1,1,0,0,0,0,1,0,0,1
712,4,3,1,5,2,0,1,0,4,3,14,1,0,0,1,0,0,0,0,0,1,0,0,0
714,3,4,0,6,1,1,1,0,4,11,1,0,1,1,1,1,1,1,1,0,1,0,0,1
719,4,5,0,7,2,1,1,0,9,14,14,0,0,1,0,1,0,1,1,1,0,1,0,1
722,2,5,0,7,1,0,1,0,5,9,13,0,0,0,0,0,0,0,0,1,1,0,0,0
723,3,4,1,7,1,1,1,0,6,9,14,0,0,0,1,0,1,0,0,0,0,0,0,1
725,2,4,0,5,1,1,1,0,5,4,5,1,0,1,0,1,1,1,0,0,0,0,0,1
726,5,5,0,7,2,0,1,0,5,9,14,0,0,0,1,0,0,0,1,0,0,1,0,0
728,3,4,0,7,1,1,1,0,5,9,14,0,0,0,1,1,0,0,1,0,0,0,0,0
730,4,5,0,5,2,1,0,0,5,3,14,1,0,1,0,0,0,0,0,0,0,1,0,0
731,3,4,0,6,1,0,1,0,5,4,5,1,0,0,0,0,0,0,1,0,1,0,0,0
733,3,4,0,5,1,1,0,0,4,9,14,0,1,1,1,0,0,0,0,0,0,0,0,0
734,3,6,0,6,2,1,1,0,6,9,10,0,0,1,0,1,1,0,0,0,0,0,0,0
735,2,3,0,5,1,1,1,1,5,9,14,0,1,0,0,0,0,0,0,0,1,0,0,1
737,3,6,1,5,1,1,1,0,5,9,14,0,1,0,0,0,0,0,0,0,1,0,0,1
738,2,4,0,7,1,1,1,0,5,1,14,1,0,0,0,0,0,0,0,0,1,0,0,1
739,3,4,0,5,1,1,0,0,5,4,2,0,0,0,1,1,0,0,0,0,0,0,0,1
742,3,3,1,5,1,1,1,0,4,9,5,0,0,0,1,1,0,0,1,0,0,0,0,0
743,3,4,0,7,1,1,1,0,4,3,16,1,0,1,0,1,0,0,0,0,0,0,0,0
745,3,4,1,5,1,1,1,1,6,4,14,0,0,0,1,0,0,0,1,0,0,0,0,1
746,3,3,0,5,1,1,1,1,4,2,12,0,0,1,1,0,0,0,1,0,0,0,0,0
747,4,3,0,5,1,0,1,0,4,10,14,0,0,0,1,0,0,0,0,0,1,0,0,1
748,3,4,0,5,1,1,0,0,5,4,12,0,1,0,1,1,0,1,1,0,0,0,1,0
749,4,4,0,5,1,0,1,0,5,2,12,1,1,0,0,0,0,0,0,1,0,0,0,0
750,2,4,0,5,1,1,1,0,5,3,8,0,0,0,0,1,0,0,0,0,0,0,1,1
754,5,5,0,7,2,0,1,0,6,11,14,0,0,1,0,1,0,0,1,0,1,0,0,0
755,3,3,0,5,1,0,1,0,4,4,14,0,0,0,1,0,0,0,0,1,0,0,0,1
758,4,4,0,5,1,1,1,0,5,1,7,0,0,1,1,0,0,0,1,0,0,0,0,0
760,2,4,0,7,1,1,1,0,2,9,5,1,0,0,0,1,0,1,0,0,0,1,0,1
761,3,4,0,7,1,1,1,0,4,4,19,1,0,1,1,0,0,0,0,0,0,0,0,0
762,3,4,0,5,1,1,1,0,5,3,7,0,0,0,1,0,0,0,0,0,1,0,0,1
763,3,4,0,7,1,1,0,0,5,9,1,0,0,0,1,0,1,0,0,0,0,0,1,0
765,1,5,0,7,1,1,1,1,5,9,14,1,1,1,0,1,0,1,1,1,1,1,0,1
766,3,4,0,7,1,1,1,0,5,3,14,0,0,0,1,1,0,0,0,0,1,0,0,0
768,4,5,1,7,1,0,1,0,5,9,5,0,0,0,1,0,0,0,1,0,0,0,0,1
769,1,5,0,6,2,1,1,0,5,9,14,0,0,1,1,1,0,0,1,0,1,0,0,1
770,4,4,1,5,2,0,0,1,4,4,14,0,0,1,1,0,0,0,0,0,0,0,0,1
771,3,3,0,5,1,1,1,0,4,9,14,0,0,1,1,0,0,0,0,1,1,0,0,1
772,2,5,1,7,1,1,1,0,5,4,9,0,0,1,1,0,0,0,0,0,1,0,0,0
773,4,4,0,5,2,1,1,1,5,4,5,1,0,1,1,0,0,0,0,0,1,0,0,0
776,3,4,0,7,1,1,1,0,5,3,5,1,0,0,0,1,0,0,0,0,0,0,1,0
778,3,3,1,7,1,1,0,0,4,9,14,0,0,0,1,0,0,0,0,0,1,0,0,1
780,3,4,0,6,2,1,1,0,4,9,2,0,0,1,0,1,0,0,0,1,0,1,1,0
782,2,5,0,7,0,0,1,0,7,11,5,0,0,0,1,0,0,0,1,0,0,0,0,1
783,4,5,0,7,1,1,0,0,5,4,14,0,0,0,1,0,0,0,0,0,1,0,0,1
784,3,4,0,5,1,1,0,0,6,4,14,0,0,1,1,1,0,1,1,0,1,0,1,1
785,3,3,0,5,1,1,1,0,5,4,5,1,0,0,0,1,0,0,0,0,0,0,0,1
787,2,4,0,6,2,1,1,0,4,4,5,0,0,0,0,0,1,0,0,0,1,0,0,1
788,2,5,0,6,1,0,1,0,5,9,12,0,0,1,0,0,0,0,1,0,1,0,0,0
790,1,4,0,2,1,0,1,0,5,4,0,0,0,0,1,1,0,0,1,0,0,0,0,1
794,2,6,0,5,1,0,1,0,5,3,10,0,0,1,0,1,0,0,0,0,1,0,0,0
799,4,4,0,6,2,1,1,0,5,4,19,0,1,1,1,0,0,0,1,1,0,0,0,0
800,3,4,0,5,1,1,1,0,5,9,10,0,0,0,0,1,0,0,0,0,0,0,0,1
802,2,4,0,5,1,1,1,0,5,4,4,1,0,0,1,0,0,0,0,0,1,0,0,0
803,2,5,0,5,1,1,1,0,5,4,14,1,0,0,1,0,0,0,0,0,0,0,0,0
804,3,3,0,5,1,1,0,0,4,3,7,0,0,1,0,0,0,0,0,1,0,0,0,1
806,2,3,0,6,0,0,1,0,5,2,14,1,0,1,1,0,0,0,1,0,1,0,1,1
807,3,4,0,7,2,1,1,0,5,6,14,0,0,0,1,1,0,0,0,0,0,0,0,1
809,2,5,1,6,1,1,1,0,6,4,8,0,0,1,1,0,0,0,0,0,1,0,0,0
810,4,3,0,5,2,1,1,0,4,3,7,0,0,0,0,1,1,0,0,0,0,0,0,1
811,2,5,0,7,2,0,1,0,8,9,14,0,0,0,0,0,1,0,1,0,1,0,0,0
812,1,5,0,6,2,0,1,0,5,3,5,0,0,0,0,1,0,0,1,0,1,0,0,0
813,3,4,0,5,2,0,1,1,5,3,5,0,0,1,0,0,0,0,1,0,1,0,0,0
814,3,3,0,6,1,1,1,0,5,4,5,0,0,0,0,0,0,0,1,0,0,0,0,0
815,3,3,0,5,1,1,1,0,4,5,13,0,0,0,1,1,0,0,1,0,1,0,0,1
817,3,3,0,5,1,1,0,0,2,9,14,0,0,0,0,1,0,0,0,0,1,0,0,1
818,2,4,1,5,1,1,1,1,5,4,14,0,0,1,1,0,0,0,0,0,0,0,0,0
820,4,5,0,6,0,0,1,0,7,2,10,0,0,0,1,1,0,0,0,0,0,0,0,1
822,4,4,0,7,1,1,1,0,4,1,7,1,0,1,1,0,0,0,0,0,0,0,0,0
827,3,4,0,4,2,1,1,0,5,3,13,0,0,1,1,1,1,0,1,0,1,1,0,1
831,3,5,0,7,1,1,1,0,5,7,4,0,0,1,1,1,0,0,0,0,0,0,0,0
833,4,4,0,6,0,0,1,0,5,9,14,1,0,1,1,0,0,0,0,0,0,0,0,0
837,3,3,0,7,1,1,0,0,4,9,14,0,0,0,1,0,0,0,0,0,1,0,0,1
838,3,3,0,2,2,1,1,0,4,4,14,0,1,0,1,0,1,0,1,1,1,1,0,1
839,3,4,0,7,2,0,1,0,4,9,0,0,1,1,0,0,0,0,0,0,0,0,0,1
840,3,4,0,5,1,1,0,0,5,7,8,0,0,1,1,0,0,0,1,0,0,0,0,0
843,2,5,0,7,1,1,1,0,8,9,14,0,0,0,0,1,1,0,0,0,1,0,0,0
846,3,3,0,7,1,0,1,0,4,9,3,0,1,0,1,0,0,0,0,0,0,0,0,1
853,2,3,0,5,1,1,0,0,4,9,14,0,0,0,0,0,0,0,1,1,1,0,0,0
858,3,3,0,5,1,1,0,0,2,9,5,1,0,0,0,1,0,0,0,0,0,0,0,1
863,4,4,1,7,1,1,0,0,5,9,14,0,0,0,1,1,0,0,1,0,0,0,0,0
866,3,3,0,5,1,0,1,0,2,9,14,1,0,1,0,0,0,0,0,0,1,0,0,1
876,2,3,0,5,2,0,1,0,5,14,3,1,0,0,0,0,0,0,0,0,0,0,0,0
879,2,5,0,5,1,1,1,0,5,3,15,0,0,0,1,0,0,0,1,0,1,0,0,0
881,2,4,0,6,1,0,1,0,5,6,4,0,0,0,0,0,0,0,1,0,0,0,1,1
882,3,3,0,7,1,0,1,0,4,3,20,0,0,0,1,0,0,0,1,0,1,0,0,1
883,2,5,0,7,1,0,1,0,5,9,14,0,0,0,1,0,1,0,0,0,1,0,0,0
892,4,3,0,5,1,0,1,0,4,4,5,1,1,1,1,1,0,0,0,0,1,0,0,1
896,1,1,0,7,1,0,1,0,10,19,14,0,0,0,0,0,0,1,0,0,0,0,0,0
897,3,3,0,5,0,0,1,0,4,10,14,0,0,1,1,0,0,0,1,0,1,0,0,0
901,3,5,0,7,1,1,1,0,5,4,20,0,1,1,1,1,1,0,1,0,1,0,0,1
902,3,4,0,5,2,1,0,0,4,10,14,0,0,0,0,1,0,1,1,0,0,0,0,1
903,3,3,1,5,1,0,1,0,4,4,0,0,1,0,0,0,0,0,1,0,1,0,0,0
905,4,4,0,5,2,0,1,0,5,3,5,0,0,0,1,1,0,0,0,0,1,0,0,0
909,4,3,0,5,2,0,1,0,2,5,5,0,0,0,0,1,0,0,1,0,0,0,0,1
910,1,5,0,5,1,1,1,0,5,9,5,0,0,0,1,1,0,0,0,0,1,0,0,0
911,3,4,1,5,1,1,0,0,5,1,11,1,0,1,0,1,0,0,1,1,0,0,0,1
918,3,3,0,5,2,1,0,0,4,9,5,0,0,0,1,0,0,0,0,0,0,0,1,1
923,3,3,0,5,1,1,1,0,2,9,3,1,1,0,0,1,0,0,1,0,1,0,0,1
925,2,3,0,5,1,1,1,0,4,4,8,0,0,0,0,1,1,1,0,0,0,0,0,0
926,3,3,1,5,1,1,0,0,4,10,2,0,0,0,1,1,0,0,0,0,1,0,0,1
927,3,4,0,7,1,1,0,0,9,11,14,0,1,0,0,0,0,0,1,1,0,0,0,0
932,3,4,0,5,1,1,1,0,4,7,5,1,0,1,0,0,1,1,1,1,1,1,0,1
939,4,4,0,5,2,0,0,1,4,19,2,0,0,0,0,0,0,0,0,0,0,0,0,1
948,4,4,0,7,2,1,0,0,4,17,8,0,1,1,0,0,0,0,0,0,0,0,0,1
950,2,4,0,3,1,1,1,0,5,7,14,0,0,0,1,1,0,0,0,0,0,0,0,1
958,3,3,0,5,1,1,0,0,2,19,0,0,1,1,1,0,0,0,0,0,0,0,0,0
963,4,3,0,5,1,0,1,0,4,2,14,0,0,1,0,0,1,0,1,0,0,0,0,0
965,3,3,1,5,1,1,0,0,2,7,14,0,0,0,0,1,0,0,0,1,0,0,1,0
969,3,3,0,5,2,0,1,0,4,9,5,0,0,1,1,1,0,0,0,0,1,0,0,0
972,5,4,0,4,0,0,0,1,4,2,5,0,0,1,0,0,1,0,0,0,0,0,0,1
991,2,3,0,6,1,1,1,0,4,9,14,0,0,0,1,1,1,0,0,0,0,0,0,0
993,3,4,1,7,1,1,0,0,2,9,14,0,0,1,0,1,0,0,0,0,0,0,0,1
996,4,5,0,7,1,0,1,0,5,6,5,0,0,0,0,1,0,0,1,0,1,0,0,0
999,3,3,1,5,1,1,0,0,5,9,14,0,0,0,1,1,0,0,0,0,0,0,0,1
1000,4,4,0,5,2,0,0,0,6,9,2,0,0,0,1,1,0,0,0,0,1,0,0,1
1002,1,4,0,7,1,1,1,0,5,3,5,0,0,0,1,0,0,0,1,0,1,0,0,0
1009,3,4,0,7,1,1,0,0,5,9,8,1,0,0,1,0,0,0,0,0,0,0,0,1
1010,8,6,1,5,0,0,0,0,4,8,7,0,0,0,0,1,0,0,1,0,0,0,0,1
1011,3,3,0,5,1,1,1,0,2,3,14,0,0,0,1,1,0,0,0,0,0,0,0,1
1012,1,4,1,5,1,1,1,0,4,1,11,0,0,0,0,0,0,1,1,0,0,0,0,1
1013,4,5,0,5,2,1,0,0,5,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0
1016,3,3,0,5,1,1,0,0,4,9,14,1,0,0,1,0,0,0,0,0,1,0,0,1
1018,2,3,1,5,1,1,1,0,4,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
1019,4,4,0,5,1,0,1,0,5,7,14,0,0,0,0,0,0,0,1,0,1,0,0,1
1021,3,5,1,7,1,1,1,0,5,9,10,0,0,1,0,0,1,0,0,0,0,0,0,1
1023,2,4,0,5,1,1,1,0,4,9,0,0,0,1,1,0,1,0,0,0,0,0,0,0
1028,2,6,0,3,1,1,1,1,5,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0
1029,3,4,1,5,0,1,1,1,4,9,14,0,0,1,1,1,0,0,0,0,0,0,0,0
1033,3,4,0,5,1,1,1,0,8,11,8,1,0,1,0,1,0,0,0,0,0,0,0,0
1034,3,3,0,5,1,1,1,0,5,1,9,0,0,0,1,1,0,0,0,0,0,0,0,1
1035,6,5,1,5,0,1,1,0,5,2,7,1,0,0,1,0,0,0,0,0,1,0,0,0
1037,2,4,0,5,1,0,1,0,5,3,14,0,0,0,1,1,0,0,0,0,0,0,0,1
1038,3,3,1,5,1,1,1,0,4,1,5,0,0,1,1,0,0,0,1,0,1,0,0,0
1040,4,4,0,5,1,0,1,0,5,1,5,0,0,0,1,0,0,0,0,0,1,0,0,1
1043,4,4,0,5,0,0,0,1,4,4,9,1,0,1,0,1,0,0,0,0,0,0,0,0
1044,2,3,0,5,0,0,1,1,4,10,5,0,1,1,1,0,0,0,1,0,1,0,0,1
1050,4,5,0,7,2,0,1,0,5,1,14,0,0,0,1,1,1,0,0,0,0,0,0,0
1052,2,6,0,5,2,1,1,0,10,11,10,1,0,0,0,1,0,0,1,0,0,0,0,0
1054,4,4,0,5,2,1,1,0,5,7,0,0,1,0,1,0,0,0,0,0,0,0,0,1
1055,5,5,0,2,1,0,1,0,5,4,9,1,0,0,0,0,0,0,0,0,1,0,1,0
1057,3,3,0,5,1,1,1,0,4,9,14,1,0,1,1,0,1,0,1,1,1,1,1,1
1059,2,4,0,5,1,0,1,0,5,3,9,0,0,1,1,0,0,0,1,1,1,0,0,1
1060,3,4,0,7,2,1,1,0,5,9,14,0,0,0,0,0,0,0,1,0,0,0,1,1
1061,3,4,0,7,1,1,1,0,5,9,7,0,0,0,1,0,0,0,1,0,0,0,0,1
1062,2,4,0,5,2,1,1,0,4,3,5,0,0,0,1,1,0,0,1,0,0,0,0,0
1063,4,4,0,5,1,1,1,0,4,9,14,0,1,0,0,0,0,0,1,0,1,0,0,0
1064,3,4,0,5,2,1,1,0,4,3,5,1,1,1,1,1,1,0,1,1,1,0,1,1
1066,4,4,0,5,1,1,1,0,5,9,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1068,2,3,1,5,1,1,1,0,4,17,14,0,0,0,1,0,0,0,0,0,1,0,0,1
1069,3,3,1,3,1,1,0,0,4,9,14,0,1,0,0,0,0,0,1,1,0,0,0,0
1070,3,3,0,5,1,1,1,0,4,3,14,1,0,0,0,0,0,0,1,0,1,0,0,0
1072,3,4,0,5,1,1,1,0,10,4,6,0,0,0,0,1,0,0,1,0,0,0,0,1
1073,2,3,0,5,1,1,1,0,4,9,14,0,0,1,1,1,1,1,1,1,0,0,0,0
1074,3,3,0,5,2,0,1,0,4,7,14,0,0,1,1,0,0,0,1,0,0,0,0,0
1078,3,4,0,7,2,1,1,0,2,9,14,1,1,0,0,0,0,0,0,0,0,1,0,0
1079,2,3,0,6,1,1,1,0,2,3,0,0,0,0,1,1,0,0,0,1,0,0,0,1
1081,3,4,0,5,1,1,0,0,4,4,14,0,0,1,0,0,0,0,1,0,0,0,0,1
1083,3,6,0,7,1,1,0,0,5,11,14,0,0,0,0,1,0,0,0,0,1,0,0,1
1084,3,4,0,7,1,1,0,0,5,4,14,0,0,1,1,1,0,0,1,1,1,0,0,0
1085,3,3,0,5,1,1,0,0,2,1,7,0,0,1,0,0,0,0,1,0,0,0,0,1
1086,3,4,1,2,1,1,1,0,5,9,3,0,1,0,0,0,0,0,1,0,1,0,0,0
1088,4,5,0,7,2,0,1,0,5,3,10,0,0,0,0,1,0,0,1,0,1,0,0,0
1089,2,4,0,5,1,0,1,0,5,4,2,0,0,0,1,1,0,0,0,0,1,0,0,0
1092,3,4,0,3,1,0,1,0,5,4,14,1,0,0,0,1,0,0,0,0,0,0,0,1
1093,3,4,0,6,1,1,1,0,7,3,14,0,1,1,1,1,1,0,1,1,0,0,0,1
1094,3,4,1,6,1,1,1,0,4,4,14,0,0,1,0,0,0,0,1,0,1,0,0,0
1097,4,5,0,5,1,1,0,0,5,4,16,1,0,0,0,0,0,0,1,0,0,0,1,0
1098,2,4,0,5,1,1,0,0,5,9,14,1,0,1,0,0,0,0,1,1,0,0,0,1
1099,2,4,0,7,1,0,1,0,5,4,0,0,0,0,0,1,1,0,0,0,1,0,0,0
1100,2,4,0,7,1,1,1,0,5,7,10,1,0,0,0,0,0,0,0,1,1,0,0,0
1101,2,3,1,5,1,1,1,1,4,3,14,1,0,0,1,1,0,0,0,0,0,0,0,0
1102,3,4,0,7,2,1,0,0,5,9,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1103,2,5,0,7,1,1,0,0,7,11,14,1,0,0,0,0,0,0,1,0,1,0,0,1
1104,2,4,0,6,1,1,1,0,4,6,2,0,0,1,1,1,0,0,0,0,0,0,0,0
1107,2,4,0,5,1,1,1,0,5,3,5,0,0,0,1,0,0,0,0,0,1,0,0,1
1108,3,5,0,5,2,1,1,0,5,14,14,1,0,0,0,0,1,0,0,0,0,0,0,1
1109,2,4,1,5,2,0,1,0,4,4,14,1,0,0,1,1,0,1,1,0,1,0,0,1
1110,3,4,0,6,2,1,1,0,5,7,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1111,3,4,0,5,1,0,1,0,5,3,12,1,0,1,0,0,0,0,0,0,0,0,0,1
1112,4,4,0,7,2,0,1,1,5,3,14,0,0,1,0,0,0,0,1,0,1,0,0,0
1113,3,4,0,7,1,1,0,0,5,7,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1114,3,4,0,5,2,0,1,0,5,9,5,1,0,0,1,1,0,0,0,0,0,0,0,0
1116,2,5,0,7,2,0,1,0,5,9,14,0,0,0,0,1,0,0,1,0,1,0,0,0
1118,3,4,0,5,1,0,1,0,4,9,14,1,0,0,0,1,0,1,1,1,1,0,0,1
1119,3,3,0,7,1,1,0,0,4,9,5,0,0,0,0,1,0,0,1,0,1,0,0,0
1120,2,4,1,7,0,0,1,1,4,4,12,0,0,1,1,1,0,0,0,0,0,0,0,0
1121,5,4,1,7,0,0,0,1,4,3,14,1,0,1,1,0,0,0,1,0,0,0,0,0
1123,4,5,0,5,1,1,1,0,7,11,12,0,0,1,1,0,0,0,0,0,1,0,0,1
1125,3,3,0,5,2,0,1,0,4,3,14,0,0,0,0,1,0,0,1,0,0,0,0,1
1128,2,6,0,7,0,0,1,0,6,11,5,1,0,0,0,1,0,0,0,0,0,0,0,1
1133,4,4,0,5,2,1,1,0,4,15,14,0,0,0,1,1,0,0,0,0,0,0,0,1
1136,4,4,0,7,2,1,1,0,4,10,3,1,1,1,1,0,0,0,1,1,1,0,0,1
1138,3,4,0,7,1,1,0,0,4,2,5,0,0,0,0,1,0,0,1,0,1,0,0,0
1145,3,4,0,5,2,1,0,0,7,11,5,0,0,1,1,1,0,0,1,1,1,0,0,1
1146,3,4,0,7,1,1,1,0,5,2,14,0,0,1,0,0,0,0,1,1,0,0,0,0
1147,5,5,0,7,0,0,1,1,8,4,14,1,0,0,0,0,0,0,0,0,1,0,0,1
1149,3,3,0,5,1,1,0,0,4,4,14,0,1,1,0,0,0,0,1,1,1,0,0,1
1150,3,4,0,5,2,1,1,0,5,3,5,0,0,0,1,0,0,0,1,0,0,0,0,1
1151,3,3,0,2,1,0,1,0,5,7,14,0,0,0,0,0,0,0,1,1,1,0,0,0
1152,3,4,0,5,1,1,0,0,4,4,5,0,0,0,1,1,0,0,0,0,0,0,0,1
1153,3,3,1,5,1,1,0,0,4,2,16,1,0,0,1,1,0,0,0,0,0,0,0,0
1155,5,4,0,5,0,0,0,1,4,4,14,1,0,0,1,1,0,0,0,0,0,0,0,0
1156,4,4,0,7,0,0,1,0,4,9,14,0,0,0,1,1,0,0,0,0,0,0,0,1
1157,4,4,0,5,2,0,1,0,5,9,2,1,0,1,0,1,0,0,0,0,0,0,0,0
1158,4,4,0,7,0,0,1,0,4,2,14,1,0,0,0,1,0,0,1,0,1,0,0,0
1159,6,5,0,5,0,0,1,1,5,2,10,1,1,1,1,1,0,0,1,1,1,0,0,1
1160,2,4,0,5,2,1,1,0,7,11,14,0,0,1,0,0,0,0,1,1,1,0,0,0
1163,3,4,1,5,1,1,1,0,5,4,14,0,0,0,0,1,0,0,1,0,0,0,0,1
1164,2,3,0,5,1,1,0,0,4,1,12,0,1,0,0,0,0,0,1,1,0,0,0,1
1165,2,3,0,4,1,0,1,1,4,4,2,0,0,0,0,0,0,0,1,0,1,0,0,1
1166,2,4,0,6,1,1,1,0,5,3,2,1,0,0,0,0,0,0,0,1,1,0,0,0
1167,2,4,0,7,1,0,1,0,5,4,9,1,0,0,0,0,0,0,1,0,0,0,0,1
1168,3,4,0,6,1,1,1,0,5,4,14,1,0,0,1,1,0,0,0,0,0,0,0,0
1169,2,4,0,3,1,1,1,0,5,9,8,0,0,0,0,1,0,0,1,0,0,0,0,1
1170,4,5,0,7,1,0,1,0,5,17,8,1,0,0,1,0,0,0,0,0,1,0,0,0
1171,3,5,0,5,1,1,0,0,5,4,14,1,0,0,1,1,0,0,0,0,0,0,0,0
1172,5,4,0,5,2,1,1,0,4,4,11,1,0,0,0,1,0,0,0,0,1,0,0,0
1173,3,3,0,5,2,1,1,0,4,4,14,0,0,1,1,0,0,0,0,0,0,0,0,1
1174,3,4,0,6,1,1,0,0,5,9,14,0,0,0,1,1,0,0,0,0,0,0,0,1
1175,3,5,0,5,2,1,0,0,5,10,15,0,0,0,1,1,0,0,0,0,0,0,1,0
1176,3,8,0,7,2,1,1,0,6,17,14,1,0,1,0,1,0,0,0,0,0,0,0,0
1177,2,4,0,6,1,1,1,0,5,9,14,0,0,0,0,0,0,0,1,1,1,0,0,0
1178,3,5,0,2,1,0,1,0,7,9,5,1,0,1,0,1,0,0,0,0,0,0,0,0
1179,3,4,0,7,1,1,1,0,5,7,2,1,0,0,1,1,1,0,1,0,1,0,0,1
1180,4,3,0,5,1,0,1,0,7,6,3,0,1,0,0,0,0,0,0,0,1,0,0,1
1181,2,5,0,5,1,1,1,0,5,4,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1182,2,4,0,7,1,0,1,0,7,10,2,0,0,0,0,0,0,0,0,1,0,0,1,1
1183,4,4,0,5,2,0,0,1,4,9,14,0,0,1,0,1,0,0,1,0,0,0,0,0
1184,3,3,0,5,1,1,0,0,4,9,14,0,0,0,1,0,0,0,1,0,1,0,0,0
1185,3,4,0,6,1,1,0,0,6,11,10,1,0,0,1,1,0,0,0,0,0,0,0,0
1186,2,4,0,2,1,1,1,0,5,10,5,1,0,0,0,0,0,0,1,0,0,0,0,1
1187,2,3,0,5,1,1,1,0,4,9,12,1,0,0,1,1,0,0,0,0,0,0,0,0
1188,3,3,0,5,1,1,1,0,4,4,8,1,0,0,1,1,1,0,1,0,0,0,0,0
1190,3,4,0,5,1,1,1,1,5,4,15,0,0,1,0,1,0,0,0,0,0,0,0,0
1192,3,3,0,5,1,1,1,0,4,9,12,0,0,1,0,0,0,0,0,0,1,0,0,1
1193,3,4,0,7,1,1,1,0,5,7,2,0,0,0,0,0,0,0,1,1,0,0,0,1
1194,3,4,0,7,1,1,0,0,5,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1195,4,4,0,5,1,0,1,0,5,3,5,1,0,0,0,1,0,0,1,0,0,0,0,0
1196,4,4,0,7,1,0,1,0,5,3,12,1,0,1,0,1,0,0,1,0,1,0,0,1
1197,3,3,0,5,1,1,1,0,5,1,9,1,1,0,0,1,0,1,1,0,1,0,0,1
1198,2,5,0,5,1,1,1,0,5,4,10,1,0,0,0,1,0,0,1,1,0,0,0,0
1200,3,6,0,5,1,0,1,0,6,2,14,1,0,0,0,1,1,0,0,0,0,0,0,0
1201,3,5,0,5,1,1,0,0,5,9,14,0,0,0,1,0,0,0,0,1,0,0,0,1
1203,2,4,0,5,1,1,1,0,5,4,16,0,1,0,0,1,0,0,0,0,1,0,0,0
1204,1,2,0,1,2,0,1,0,5,3,10,0,1,0,0,0,0,0,1,0,0,0,0,1
1205,2,4,0,6,1,1,1,0,5,9,14,1,0,1,0,0,0,0,1,0,0,0,0,0
1206,1,5,0,7,2,0,1,0,7,11,14,0,0,1,0,0,0,0,1,1,0,0,0,0
1208,1,5,0,7,1,0,1,0,5,9,5,0,0,1,0,0,0,0,1,1,0,0,0,0
1209,5,4,1,5,1,0,1,0,5,1,10,1,0,1,0,0,0,0,1,0,1,0,0,1
1210,2,6,0,7,2,0,1,1,5,17,10,1,0,0,1,1,0,0,0,0,0,0,0,0
1211,2,5,0,5,1,0,1,0,5,4,14,1,0,0,1,1,0,0,0,0,0,0,0,0
1212,2,5,0,5,1,0,1,0,9,11,10,0,0,1,0,1,0,0,0,1,0,0,0,0
1213,2,5,0,7,1,1,1,0,5,3,4,0,0,0,1,0,1,0,0,0,0,0,1,0
1214,2,3,0,3,2,1,1,0,5,9,14,0,0,1,0,0,0,0,1,1,0,0,0,0
1217,4,4,0,3,1,0,1,0,5,3,20,0,0,1,1,1,0,0,0,0,0,0,0,0
1218,4,4,0,5,2,0,1,0,6,13,14,0,1,0,0,0,0,0,1,0,0,0,0,1
1220,3,4,0,5,2,1,1,0,8,4,0,0,0,0,1,0,0,0,1,1,0,0,0,0
